Rating,Company Name,Job Title,Salary,Salaries Reported,Location,,,,,
3.9,Synup,Backend Developer,300000,2,Bangalore,,,,,
4.5,Money View,Backend Developer,400000,2,Bangalore,,,,,
3.9,Pixis,Backend Developer,300000,2,Bangalore,,,,,
4.9,Quizizz,Backend Developer,400000,2,Bangalore,,,,,
4.1,Bang the Table,Backend Developer,400000,2,Bangalore,,,,,
3.9,DigiCollect,Backend Developer,300000,2,Bangalore,,,,,
4.5,Mindera,Backend Developer,400000,2,Bangalore,,,,,
4.4,Bytemark,Backend Developer,400000,2,Bangalore,,,,,
3.2,BigApp,Backend Developer,300000,2,Bangalore,,,,,
3.9,Tata Consultancy Services,Backend Developer - Intern,300000,1,Bangalore,,,,,
3.9,Tata Consultancy Services,Backend Developer,300000,1,Bangalore,,,,,
3.8,Wipro,Backend Developer,300000,1,Bangalore,,,,,
3.8,Amazon,Backend Developer,300000,1,Bangalore,,,,,
3.8,Amazon,Backend Developer,300000,1,Bangalore,,,,,
3.7,HCL Technologies,Backend Developer,300000,1,Bangalore,,,,,
4.1,IBM,Backend Developer - Contractor,400000,1,Bangalore,,,,,
4,Deloitte,Backend Developer,400000,1,Bangalore,,,,,
3.7,BYJU'S,Backend Developer Contractor,300000,1,Bangalore,,,,,
4.3,Cisco Systems,Backend Developer,400000,1,Bangalore,,,,,
3.9,Reliance Industries,Backend Developer,300000,1,Bangalore,,,,,
3.8,Wipro Technologies,Backend Developer,300000,1,Bangalore,,,,,
4.2,Freelancer,Backend Developer,400000,1,Bangalore,,,,,
4.2,Freelancer,Backend Developer - Intern,400000,1,Bangalore,,,,,
3.8,Tata Consultancy Services (North America),Backend Developer,300000,1,Bangalore,,,,,
4,DONE by NONE,Backend Developer - Intern,400000,1,Bangalore,,,,,
4,Goldman Sachs,Backend Developer,400000,1,Bangalore,,,,,
3.1,Samsung R&D Institute India - Bangalore,Backend Developer,300000,1,Bangalore,,,,,
4,Nones,Backend Developer,400000,1,Bangalore,,,,,
3.8,Paytm,Backend Developer,300000,1,Bangalore,,,,,
3.8,Paytm,Backend Developer - Intern,300000,1,Bangalore,,,,,
4.4,Adobe,Backend Developer,400000,1,Bangalore,,,,,
4.1,Hewlett Packard Enterprise | HPE,Backend Developer,400000,1,Bangalore,,,,,
3.7,ITC Infotech,Backend Developer,300000,1,Bangalore,,,,,
4.1,EMPLOYERS,Backend Developer,400000,1,Bangalore,,,,,
4.3,VMware,Backend Developer,400000,1,Bangalore,,,,,
4.1,Swiggy,Backend Developer,400000,1,Bangalore,,,,,
3.7,Optum,Backend Developer - Intern,300000,1,Bangalore,,,,,
3.3,Ola,Backend Developer,300000,1,Bangalore,,,,,
4.1,Other,Backend Developer,400000,1,Bangalore,,,,,
3.4,Vedantu,Backend Developer,300000,1,Bangalore,,,,,
4.1,[24]7.ai,Backend Developer,400000,1,Bangalore,,,,,
4.1,TEKsystems,Backend Developer,400000,1,Bangalore,,,,,
4,Aditya Birla Group,Backend Developer,400000,1,Bangalore,,,,,
3.9,XYZ (Turkey),Backend Developer,300000,1,Bangalore,,,,,
3.5,IDFC First Bank,Backend Developer,300000,1,Bangalore,,,,,
4.4,SelfEmployed.com,Backend Developer,400000,1,Bangalore,,,,,
4.3,Altimetrik,Backend Developer,400000,1,Bangalore,,,,,
3.7,Infinite Computer Solutions,Backend Developer,300000,1,Bangalore,,,,,
4,Practo Technologies,Backend Developer,400000,1,Bangalore,,,,,
4.5,ServiceNow,Backend Developer,400000,1,Bangalore,,,,,
3.6,Home Credit India,Backend Developer,300000,1,Bangalore,,,,,
4.2,Nutanix,Backend Developer - Intern,400000,1,Bangalore,,,,,
4.1,Xebia,Backend Developer,400000,1,Bangalore,,,,,
3.7,NoBroker,Backend Developer,300000,1,Bangalore,,,,,
3.7,QA InfoTech,Backend Developer - Intern,300000,1,Bangalore,,,,,
4.3,Tally Solutions,Backend Developer,400000,1,Bangalore,,,,,
3.9,Bookmyshow,Backend Developer,300000,1,Bangalore,,,,,
4.3,Accion Labs,Backend Developer,400000,1,Bangalore,,,,,
4.1,HealthifyMe,Backend Developer - Intern,400000,1,Bangalore,,,,,
3.7,Treebo Hotels,Backend Developer,300000,1,Bangalore,,,,,
4.1,Dunzo,Backend Developer - Intern,400000,1,Bangalore,,,,,
4.1,MountBlue Technologies,Backend Developer,400000,1,Bangalore,,,,,
3.6,Trell,Backend Developer,300000,1,Bangalore,,,,,
4.5,ZestMoney,Backend Developer,400000,1,Bangalore,,,,,
4.3,Slide Inc,Backend Developer,400000,1,Bangalore,,,,,
4.3,Student,Backend Developer,400000,1,Bangalore,,,,,
3.4,Newfold Digital,Backend Developer,300000,1,Bangalore,,,,,
3.7,Paytm Money,Backend Developer,300000,1,Bangalore,,,,,
4.4,Web-Designer,Backend Developer,400000,1,Bangalore,,,,,
3.9,The Others,Backend Developer,300000,1,Bangalore,,,,,
3.9,Impact Analytics,Backend Developer,300000,1,Bangalore,,,,,
3.5,ASDA,Backend Developer,300000,1,Bangalore,,,,,
4.3,Grab,Backend Developer,400000,1,Bangalore,,,,,
3.7,Karan,Backend Developer,300000,1,Bangalore,,,,,
3.9,mfine,Backend Developer,300000,1,Bangalore,,,,,
3.6,RWS Group,Backend Developer,300000,1,Bangalore,,,,,
3.8,HungerBox,Backend Developer,300000,1,Bangalore,,,,,
4.1,Neustar,Backend Developer,400000,1,Bangalore,,,,,
3.9,OLX People,Backend Developer,300000,1,Bangalore,,,,,
4.4,smallcase,Backend Developer,400000,1,Bangalore,,,,,
4.4,Pratilipi,Backend Developer,400000,1,Bangalore,,,,,
3.7,MoneyTap,Backend Developer,300000,1,Bangalore,,,,,
3.1,RLabs Enterprise Services,Backend Developer,300000,1,Bangalore,,,,,
4,Avail Finance,Backend Developer,400000,1,Bangalore,,,,,
4,Digité,Backend Developer - Intern,400000,1,Bangalore,,,,,
3.6,Halodoc,Backend Developer,300000,1,Bangalore,,,,,
4.6,Joveo,Backend Developer,400000,1,Bangalore,,,,,
3.8,Cyware,Backend Developer,300000,1,Bangalore,,,,,
4.5,CRED,Backend Developer - Intern,400000,1,Bangalore,,,,,
4.5,CRED,Backend Developer,400000,1,Bangalore,,,,,
4.2,Fisdom,Backend Developer,400000,1,Bangalore,,,,,
4.5,Money View,Backend Developer - Intern,400000,1,Bangalore,,,,,
3.9,BuyHatke,Backend Developer,300000,1,Bangalore,,,,,
3.8,3Embed Software Technologies,Backend Developer,300000,1,Bangalore,,,,,
4.5,Bright Money,Backend Developer - Intern,400000,1,Bangalore,,,,,
4.6,Appiness Interactive,Backend Developer,400000,1,Bangalore,,,,,
4.4,Bikayi,Backend Developer,400000,1,Bangalore,,,,,
4.8,Intugine Technologies,Backend Developer,400000,1,Bangalore,,,,,
4.4,Belong,Backend Developer,400000,1,Bangalore,,,,,
4.4,Springboard,Backend Developer,400000,1,Bangalore,,,,,
4.7,CloudSek,Backend Developer,400000,1,Bangalore,,,,,
3.9,Trans Neuron Technologies,Backend Developer,300000,1,Bangalore,,,,,
2.3,Artivatic Data Labs,Backend Developer,250000,1,Bangalore,,,,,
4,Diatoz Solutions,Backend Developer,400000,1,Bangalore,,,,,
4.1,Nhai,Backend Developer - Intern,400000,1,Bangalore,,,,,
3.5,BizViz Technologies,Backend Developer,300000,1,Bangalore,,,,,
3.8,Adcuratio,Backend Developer,300000,1,Bangalore,,,,,
3.8,Adcuratio,Backend Developer - Intern,300000,1,Bangalore,,,,,
2.8,Drivezy,Backend Developer,250000,1,Bangalore,,,,,
4.1,Codeyoung,Backend Developer - Intern,400000,1,Bangalore,,,,,
3.3,Wellthy Therapeutics,Backend Developer,300000,1,Bangalore,,,,,
4.2,Data Entry,Backend Developer,400000,1,Bangalore,,,,,
4.5,Tescra,Backend Developer,400000,1,Bangalore,,,,,
4.1,Chethan's Charters- GD FEA Employer,Backend Developer,400000,1,Bangalore,,,,,
3.9,BACKEND,Backend Developer - Intern,300000,1,Bangalore,,,,,
3.9,PocketFM,Backend Developer,300000,1,Bangalore,,,,,
3.4,PinkBlue.in,Backend Developer,300000,1,Bangalore,,,,,
4.7,Fibonalabs,Backend Developer - Intern,400000,1,Bangalore,,,,,
4.4,Deep Compute,Backend Developer,400000,1,Bangalore,,,,,
2.9,Well Pharmacy,Backend Developer,250000,1,Bangalore,,,,,
3.1,Koo India,Backend Developer - Intern,300000,1,Bangalore,,,,,
3.7,Leucine,Backend Developer - Intern,300000,1,Bangalore,,,,,
5,powerplay app,Backend Developer,600000,1,Bangalore,,,,,
5,powerplay app,Backend Developer - Intern,600000,1,Bangalore,,,,,
4,G2,Backend Developer,400000,1,Bangalore,,,,,
3.8,Divum,Backend Developer - Intern,300000,1,Bangalore,,,,,
3.9,Kofluence Tech,Backend Developer - Intern,300000,1,Bangalore,,,,,
3.7,Hirect,Backend Developer,300000,1,Bangalore,,,,,
4.1,Asteria Aerospace,Backend Developer,400000,1,Bangalore,,,,,
4.7,Lokal App,Backend Developer - Intern,400000,1,Bangalore,,,,,
3.5,WMall,Backend Developer,300000,1,Bangalore,,,,,
4.7,BukuWarung,Backend Developer,400000,1,Bangalore,,,,,
3.8,o3Capital,Backend Developer,300000,1,Bangalore,,,,,
3.7,Kings Learning,Backend Developer,300000,1,Bangalore,,,,,
4.4,Learnyst Insight,Backend Developer,400000,1,Bangalore,,,,,
4.9,Eltropy,Backend Developer,400000,1,Bangalore,,,,,
4.9,Eltropy,Backend Developer - Intern,400000,1,Bangalore,,,,,
4.7,Kubric,Backend Developer,400000,1,Bangalore,,,,,
3.3,Red Baron,Backend Developer,300000,1,Bangalore,,,,,
4.7,Snipe Tech Pvt Ltd.,Backend Developer,400000,1,Bangalore,,,,,
4.7,epiFi,Backend Developer,400000,1,Bangalore,,,,,
4.2,Planview,Backend Developer,400000,1,Bangalore,,,,,
4.6,Cumulations Technologies,Backend Developer,400000,1,Bangalore,,,,,
4,Tika Data Services,Backend Developer - Contractor,400000,1,Bangalore,,,,,
4.5,Riyaz,Backend Developer,400000,1,Bangalore,,,,,
4.8,Flam,Backend Developer,400000,1,Bangalore,,,,,
4.8,AntStack,Backend Developer,400000,1,Bangalore,,,,,
3.9,Strata Property Management,Backend Developer,300000,1,Bangalore,,,,,
4.5,Webknot Technologies,Backend Developer - Intern,400000,1,Bangalore,,,,,
4.1,SIRPI Visualize and Decide,Backend Developer - Intern,400000,1,Bangalore,,,,,
2.3,ChalksnSlate,Backend Developer,250000,1,Bangalore,,,,,
4,CashBean,Backend Developer,400000,1,Bangalore,,,,,
4.1,Pietech Solution,Backend Developer,400000,1,Bangalore,,,,,
4.1,DigitalAPICraft,Backend Developer,400000,1,Bangalore,,,,,
4.5,Uptycs,Backend Developer,400000,1,Bangalore,,,,,
4.4,Raghav Industries,Backend Developer,400000,1,Bangalore,,,,,
4.1,MyHealthcare Technologies Private Limited,Backend Developer,400000,1,Bangalore,,,,,
4.7,Inkoop,Backend Developer,400000,1,Bangalore,,,,,
3.2,Vumonic Technologies,Backend Developer,300000,1,Bangalore,,,,,
3.2,Big Lots,Backend Developer,300000,1,Bangalore,,,,,
4.1,Streak AI Technologies,Backend Developer,400000,1,Bangalore,,,,,
4.8,Wonderslate,Backend Developer,400000,1,Bangalore,,,,,
2.6,Zolve (India),Backend Developer,250000,1,Bangalore,,,,,
3.5,PESU Venture Labs,Backend Developer,300000,1,Bangalore,,,,,
5,Trade Brains,Backend Developer,600000,1,Bangalore,,,,,
4.8,Deftouch Interactive Art,Backend Developer,400000,1,Bangalore,,,,,
4.5,Siply,Backend Developer,400000,1,Bangalore,,,,,
2.8,Aalgro,Backend Developer - Intern,250000,1,Bangalore,,,,,
2.9,SmartBeings Inc,Backend Developer,250000,1,Bangalore,,,,,
3.9,KaaShiv InfoTech Company,Backend Developer,300000,1,Bangalore,,,,,
3.6,Comedy Central,Backend Developer,300000,1,Bangalore,,,,,
4.1,Smartly Built,Backend Developer,400000,1,Bangalore,,,,,
4.7,Crejo.Fun,Backend Developer,400000,1,Bangalore,,,,,
4.2,Carousell,Backend Developer - Intern,400000,1,Bangalore,,,,,
4.7,Sostronk,Backend Developer,400000,1,Bangalore,,,,,
4.9,Increasingly,Backend Developer,400000,1,Bangalore,,,,,
4.1,CONZUMEX INDUSTRIES,Backend Developer,400000,1,Bangalore,,,,,
2.9,GKB Hi-Tech,Backend Developer,250000,1,Bangalore,,,,,
4.8,Rewardz,Backend Developer,400000,1,Bangalore,,,,,
3.7,Lake George Fire Department,Backend Developer,300000,1,Bangalore,,,,,
4.2,Fork Technologies,Backend Developer - Intern,400000,1,Bangalore,,,,,
5,AppRaam Labs,Backend Developer,600000,1,Bangalore,,,,,
4.6,Headway.ai,Backend Developer,400000,1,Bangalore,,,,,
3.3,Cognate IT Services,Backend Developer - Intern,300000,1,Bangalore,,,,,
4.5,Dataweave,Backend Developer,400000,1,Bangalore,,,,,
2.5,Raybaby,Backend Developer,250000,1,Bangalore,,,,,
3.1,Navana Tech,Backend Developer,300000,1,Bangalore,,,,,
4,NavGurukul,Backend Developer,400000,1,Bangalore,,,,,
4.3,FunctionUp,Backend Developer,400000,1,Bangalore,,,,,
3.6,SelotSoft,Backend Developer,300000,1,Bangalore,,,,,
4.9,OneFin,Backend Developer,400000,1,Bangalore,,,,,
5,Winkl,Backend Developer,600000,1,Bangalore,,,,,
4.6,Niramai Health Analytix,Backend Developer - Intern,400000,1,Bangalore,,,,,
4,Acquire,Backend Developer,400000,1,Bangalore,,,,,
1,Stack Finance,Backend Developer,100000,1,Bangalore,,,,,
5,COVIAM,Backend Developer,600000,1,Bangalore,,,,,
5,Business Toys,Backend Developer,600000,1,Bangalore,,,,,
4.3,iRam Technologies,Backend Developer,400000,1,Bangalore,,,,,
4.7,Sanradiance Technologies,Backend Developer,400000,1,Bangalore,,,,,
5,PC Financial,Backend Developer,600000,1,Bangalore,,,,,
3.1,Eleva Infotech,Backend Developer - Intern,300000,1,Bangalore,,,,,
5,Botrecruits Software,Backend Developer,600000,1,Bangalore,,,,,
4.3,Clocr,Backend Developer - Intern,400000,1,Bangalore,,,,,
2.5,Giscle Systems,Backend Developer,250000,1,Bangalore,,,,,
4.1,StartupTalky,Backend Developer,400000,1,Bangalore,,,,,
5,Loco,Backend Developer,600000,1,Bangalore,,,,,
4,Vokal,Backend Developer,400000,1,Bangalore,,,,,
4.5,ZenDynamix,Backend Developer,400000,1,Bangalore,,,,,
5,Static Design Studio,Backend Developer,600000,1,Bangalore,,,,,
4.1,SpotKwik,Backend Developer,400000,1,Bangalore,,,,,
3.2,Transcend Information,Backend Developer Contractor,300000,1,Bangalore,,,,,
4.1,DrivAmp,Backend Developer - Intern,400000,1,Bangalore,,,,,
4,Moving,Backend Developer,400000,1,Bangalore,,,,,
5,Openly (India),Backend Developer,600000,1,Bangalore,,,,,
2.8,Biztruss,Backend Developer,250000,1,Bangalore,,,,,
5,NuzPapr,Backend Developer - Intern,600000,1,Bangalore,,,,,
4.1,Nord Finance,Backend Developer,400000,1,Bangalore,,,,,
5,Cloudwiry,Backend Developer - Intern,600000,1,Bangalore,,,,,
4.7,KonfHub,Backend Developer,400000,1,Bangalore,,,,,
4.6,Boloo,Backend Developer,400000,1,Bangalore,,,,,
5,FaceX,Backend Developer,600000,1,Bangalore,,,,,
4,Convin (India),Backend Developer,400000,1,Bangalore,,,,,
5,Cross-Seven Technology,Backend Developer,600000,1,Bangalore,,,,,
4.1,anonymous,Backend Developer,400000,1,Bangalore,,,,,
3.2,Sonic Healthcare,Backend Developer,300000,1,Bangalore,,,,,
4.1,MindShaft,Backend Developer,400000,1,Bangalore,,,,,
3.5,AVI Limited,Backend Developer,300000,1,Bangalore,,,,,
4.1,Xcellity Technologies,Backend Developer,400000,1,Bangalore,,,,,
5,Steam Troops,Backend Developer,600000,1,Bangalore,,,,,
4.1,Di Duca Law,Backend Developer,400000,1,Bangalore,,,,,
4.1,i me myself,Backend Developer,400000,1,Bangalore,,,,,
4.1,Small World Networks,Backend Developer,400000,1,Bangalore,,,,,
5,Truexam,Backend Developer - Intern,600000,1,Bangalore,,,,,
4.7,Real Estate One,Backend Developer,400000,1,Bangalore,,,,,
4.1,Aasha murthy,Backend Developer,400000,1,Bangalore,,,,,
4.1,Adarsh chouhan,Backend Developer,400000,1,Bangalore,,,,,
5,Elephant God Enterprises,Backend Developer,600000,1,Bangalore,,,,,
4,Alchemy Digital Media Services,Backend Developer,400000,1,Bangalore,,,,,
4.2,Clean Bill of Health,Backend Developer,400000,1,Bangalore,,,,,
5,Sevenchats,Backend Developer,600000,1,Bangalore,,,,,
4.1,WhatJobs?,Backend Developer,400000,1,Bangalore,,,,,
4.3,Grab,"Software Engineer, Backend",400000,6,Bangalore,,,,,
4,Zeta Suite,SDE-2 Backend,400000,5,Bangalore,,,,,
4.5,FamPay,Backend Engineer,400000,4,Bangalore,,,,,
3.8,Amazon,SDE-2 Backend,300000,4,Bangalore,,,,,
4.2,K12 Techno Services,Senior Backend Developer,400000,3,Bangalore,,,,,
4.4,Locus,Backend Engineer,400000,3,Bangalore,,,,,
4.1,Flipkart,SDE-2 Backend,400000,3,Bangalore,,,,,
4.5,Money View,"Software Engineer, Backend",400000,2,Bangalore,,,,,
4.3,Traveloka,"Software Engineer, Backend",400000,2,Bangalore,,,,,
3.7,Loktra,"Software Engineer, Backend",300000,2,Bangalore,,,,,
4.1,HealthifyMe,Senior Backend Developer,400000,2,Bangalore,,,,,
4.1,Cure.Fit,Backend Engineer,400000,2,Bangalore,,,,,
3.6,Endurance International Group,Backend Engineer,300000,2,Bangalore,,,,,
4.4,smallcase,Backend Engineer,400000,2,Bangalore,,,,,
3.7,FrontRow (India),Backend Engineer,300000,2,Bangalore,,,,,
4.7,GreedyGame,Backend Engineer,400000,2,Bangalore,,,,,
3.4,Dgraph Labs,Backend Engineer,300000,2,Bangalore,,,,,
3.8,DRIVEU,Backend Engineer,300000,2,Bangalore,,,,,
3.9,DBS Bank,Backend Process - Contractor,300000,2,Bangalore,,,,,
4.4,Adobe,SDE-2 Backend,400000,2,Bangalore,,,,,
4.1,Swiggy,SDE-2 Backend,400000,2,Bangalore,,,,,
4.2,Blue Yonder,SDE-2 Backend,400000,2,Bangalore,,,,,
4.3,HashedIn by Deloitte,SDE-2 Backend,400000,2,Bangalore,,,,,
3.6,Halodoc,SDE-2 Backend,300000,2,Bangalore,,,,,
3.7,Arvind Internet,SDE-2 Backend,300000,2,Bangalore,,,,,
4.1,Myntra,Backend Software Engineer At Myntra,400000,2,Bangalore,,,,,
4.1,Accenture,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.4,Microsoft,"Software Engineer, Backend",400000,1,Bangalore,,,,,
3.8,Paytm,"Software Engineer, Backend",300000,1,Bangalore,,,,,
4.1,Hewlett Packard Enterprise | HPE,"Software Engineer, Backend",400000,1,Bangalore,,,,,
3.4,Vedantu,"Software Engineer, Backend - Intern",300000,1,Bangalore,,,,,
3.4,Vedantu,"Software Engineer, Backend",300000,1,Bangalore,,,,,
3.3,Walmart,"Software Engineer, Backend - Contractor",300000,1,Bangalore,,,,,
3.3,Walmart,"Software Engineer, Backend",300000,1,Bangalore,,,,,
4.2,Times Internet,"Software Engineer, Backend",400000,1,Bangalore,,,,,
3.8,Wipro Digital,"Software Engineer, Backend",300000,1,Bangalore,,,,,
3.9,North American Corporation,"Software Engineer, Backend",300000,1,Bangalore,,,,,
3.7,NoBroker,"Software Engineer, Backend",300000,1,Bangalore,,,,,
4.1,Razorpay,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.2,Altair Engineering,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.1,HealthifyMe,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.3,yellow.ai,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.5,JUSPAY,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.2,HackerEarth,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
3.9,ZopSmart,"Software Engineer, Backend",300000,1,Bangalore,,,,,
3.7,Paytm Money,"Software Engineer, Backend",300000,1,Bangalore,,,,,
4.3,Moveinsync Technology Solutions,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
3.6,SquadStack,"Software Engineer, Backend",300000,1,Bangalore,,,,,
3.8,Signzy,"Software Engineer, Backend - Intern",300000,1,Bangalore,,,,,
4.4,smallcase,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.3,Josh Talks,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.5,FamPay,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
2.3,Artivatic Data Labs,"Software Engineer, Backend",250000,1,Bangalore,,,,,
3.8,Adcuratio,"Software Engineer, Backend - Intern",300000,1,Bangalore,,,,,
4.3,Traveloka,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.1,Shreya Software,"Software Engineer, Backend",400000,1,Bangalore,,,,,
3.9,PocketFM,"Software Engineer, Backend - Intern",300000,1,Bangalore,,,,,
3.4,Dgraph Labs,"Software Engineer, Backend - Contractor",300000,1,Bangalore,,,,,
4.7,91social,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.2,Cartoon Mango,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.6,ToneTag,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.2,WidasConcepts,"Software Engineer, Backend",400000,1,Bangalore,,,,,
3.1,Kuvera,"Software Engineer, Backend",300000,1,Bangalore,,,,,
3.7,Kings Learning,"Software Engineer, Backend",300000,1,Bangalore,,,,,
4.1,Cricbuzz,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.9,Eltropy,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
3.5,Citrus Pay,"Software Engineer, Backend",300000,1,Bangalore,,,,,
3.2,ZopNow,"Software Engineer, Backend",300000,1,Bangalore,,,,,
4.4,Typeset,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.7,epiFi,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.5,Wealthy,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.5,FinBox,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.3,Domino Data Lab,"Software Engineer, Backend",400000,1,Bangalore,,,,,
3.4,Aibono,"Software Engineer, Backend",300000,1,Bangalore,,,,,
4.6,Habbit,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.4,Webloom,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
3,MTS,"Software Engineer, Backend",300000,1,Bangalore,,,,,
4.2,Wikasta Business & Technical Solutions,"Software Engineer, Backend",400000,1,Bangalore,,,,,
4.4,percona,"Software Engineer, Backend",400000,1,Bangalore,,,,,
3.2,PowerPlay,"Software Engineer, Backend - Intern",300000,1,Bangalore,,,,,
4.1,Digiretail Software India,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.1,PrimeNumbers,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.1,Continual,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4,Logist Technologies,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.1,BlockM,"Software Engineer, Backend - Intern",400000,1,Bangalore,,,,,
4.1,ACKO General Insurance,Backend Software Engineer,400000,1,Bangalore,,,,,
3.6,Porter,Backend Software Engineer,300000,1,Bangalore,,,,,
4.4,Confluent,Backend Software Engineer,400000,1,Bangalore,,,,,
4.1,Charlie.williams Inc,Backend Software Engineer,400000,1,Bangalore,,,,,
4.1,IBM,Software Developer (Backend),400000,1,Bangalore,,,,,
4.3,Grab,Software Developer (Backend),400000,1,Bangalore,,,,,
4.1,Affle,Software Developer (Backend),400000,1,Bangalore,,,,,
4.9,Quizizz,Software Developer (Backend),400000,1,Bangalore,,,,,
3.7,Paytm Money,Software Engineer (Backend),300000,1,Bangalore,,,,,
4,Vogo,Software Engineer (Backend),400000,1,Bangalore,,,,,
4.1,IBM,Backend Software Developer,400000,1,Bangalore,,,,,
4,Lenovo,Backend Software Developer,400000,1,Bangalore,,,,,
3.9,LetsTransport,Backend Software Developer,300000,1,Bangalore,,,,,
3.8,ClearTax,Software Engineer Backend - Intern,300000,1,Bangalore,,,,,
3.8,HungerBox,Software Developer (Backend Engineer),300000,1,Bangalore,,,,,
2.4,Ambernet Technologies,Software Engineer(Backend Developer),250000,1,Bangalore,,,,,
3.4,Vedantu,Senior Backend Developer,300000,1,Bangalore,,,,,
4.5,Shadowfax Technologies,Senior Backend Developer,400000,1,Bangalore,,,,,
4.2,K12 Techno Services,Senior Backend Developer,400000,1,Bangalore,,,,,
4.1,Geekyants Software,Senior Backend Developer,400000,1,Bangalore,,,,,
3.7,Happay,Senior Backend Developer,300000,1,Bangalore,,,,,
4.2,Xoxoday,Senior Backend Developer,400000,1,Bangalore,,,,,
4.2,ConvertCart,Senior Backend Developer,400000,1,Bangalore,,,,,
4.4,DataWeave,Senior Backend Developer,400000,1,Bangalore,,,,,
4.6,Appiness Interactive,Senior Backend Developer,400000,1,Bangalore,,,,,
4.1,BitClass,Senior Backend Developer,400000,1,Bangalore,,,,,
4.1,Asteria Aerospace,Senior Backend Developer,400000,1,Bangalore,,,,,
3,LetsEndorse,Senior Backend Developer,300000,1,Bangalore,,,,,
3.8,Tradelab Software,Senior Backend Developer,300000,1,Bangalore,,,,,
4.1,Basidia Learning,Senior Backend Developer,400000,1,Bangalore,,,,,
4.1,Mishipay,Senior Backend Developer,400000,1,Bangalore,,,,,
4.4,Bytemark,Senior Backend Developer,400000,1,Bangalore,,,,,
5,PayO,Senior Backend Developer,600000,1,Bangalore,,,,,
4,CluneTech,Senior Backend Developer,400000,1,Bangalore,,,,,
3.2,BigApp,Senior Backend Developer,300000,1,Bangalore,,,,,
4.5,Plate IQ,Senior Backend Developer,400000,1,Bangalore,,,,,
3.5,Algorythma,Senior Backend Developer,300000,1,Bangalore,,,,,
4.1,Lennox Software,Senior Backend Developer,400000,1,Bangalore,,,,,
5,TetherBox Technologies,Senior Backend Developer,600000,1,Bangalore,,,,,
4.7,SatSure,Junior Backend Developer,400000,1,Bangalore,,,,,
3.8,Human,Junior Backend Developer,300000,1,Bangalore,,,,,
3.6,Bikky,Junior Backend Developer,300000,1,Bangalore,,,,,
3.9,Tata Consultancy Services,Backend Engineer,300000,1,Bangalore,,,,,
3.8,Amazon,Backend Engineer,300000,1,Bangalore,,,,,
4.3,Cisco Systems,Backend Engineer - Intern,400000,1,Bangalore,,,,,
3.8,Paytm,Backend Engineer,300000,1,Bangalore,,,,,
4.3,Intel Corporation,Backend Engineer,400000,1,Bangalore,,,,,
3.8,Credit Suisse,Backend Engineer,300000,1,Bangalore,,,,,
4.1,Shell,Backend Engineer,400000,1,Bangalore,,,,,
3.8,EdgeVerve Systems,Backend Engineer,300000,1,Bangalore,,,,,
4.2,D. E. Shaw India,Backend Engineer,400000,1,Bangalore,,,,,
3.9,NXP Semiconductors,Backend Engineer - Intern,300000,1,Bangalore,,,,,
4.1,HealthifyMe,Backend Engineer,400000,1,Bangalore,,,,,
3.5,Six Dee Telecom Solutions,Backend Engineer,300000,1,Bangalore,,,,,
4.1,MoEngage,Backend Engineer,400000,1,Bangalore,,,,,
4.3,Grab,Backend Engineer,400000,1,Bangalore,,,,,
3.8,Shubham,Backend Engineer,300000,1,Bangalore,,,,,
3.7,Sixt,Backend Engineer - Intern,300000,1,Bangalore,,,,,
3.3,CoWrks,Backend Engineer,300000,1,Bangalore,,,,,
3.9,BuyHatke,Backend Engineer - Intern,300000,1,Bangalore,,,,,
4.4,Belong,Backend Engineer,400000,1,Bangalore,,,,,
4.1,nurture.farm,Backend Engineer,400000,1,Bangalore,,,,,
